scene_id,acq_dt,acq_date,platform,orbit_pass,rel_orbit,abs_orbit,mode,polarizations
S1A_IW_GRDH_1SDV_20160827T102506_20160827T102535_012785_01424D_rtc,2016-08-27T10:25:21.300350+00:00,2016-08-27,S1A,ascending,113,12785,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20160913T103320_20160913T103349_013033_014A61_rtc,2016-09-13T10:33:34.697292+00:00,2016-09-13,S1A,ascending,11,13033,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20160920T102507_20160920T102536_013135_014DCE_rtc,2016-09-20T10:25:22.195548+00:00,2016-09-20,S1A,ascending,113,13135,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20160925T103320_20160925T103349_013208_015034_rtc,2016-09-25T10:33:35.130491+00:00,2016-09-25,S1A,ascending,11,13208,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161002T102507_20161002T102536_013310_01536C_rtc,2016-10-02T10:25:22.442961+00:00,2016-10-02,S1A,ascending,113,13310,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161007T103320_20161007T103349_013383_0155AE_rtc,2016-10-07T10:33:35.097525+00:00,2016-10-07,S1A,ascending,11,13383,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161014T102507_20161014T102536_013485_0158F4_rtc,2016-10-14T10:25:22.437042+00:00,2016-10-14,S1A,ascending,113,13485,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161019T103320_20161019T103349_013558_015B44_rtc,2016-10-19T10:33:34.995669+00:00,2016-10-19,S1A,ascending,11,13558,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161026T102508_20161026T102537_013660_015E64_rtc,2016-10-26T10:25:22.536774+00:00,2016-10-26,S1A,ascending,113,13660,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161031T103320_20161031T103349_013733_01609E_rtc,2016-10-31T10:33:35.188977+00:00,2016-10-31,S1A,ascending,11,13733,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161107T102507_20161107T102536_013835_0163DB_rtc,2016-11-07T10:25:22.321863+00:00,2016-11-07,S1A,ascending,113,13835,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161112T103320_20161112T103349_013908_01662D_rtc,2016-11-12T10:33:34.988239+00:00,2016-11-12,S1A,ascending,11,13908,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161119T102507_20161119T102536_014010_016946_rtc,2016-11-19T10:25:22.122960+00:00,2016-11-19,S1A,ascending,113,14010,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161124T103320_20161124T103349_014083_016B78_rtc,2016-11-24T10:33:34.799815+00:00,2016-11-24,S1A,ascending,11,14083,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161201T102507_20161201T102536_014185_016EAA_rtc,2016-12-01T10:25:21.781390+00:00,2016-12-01,S1A,ascending,113,14185,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161206T103319_20161206T103348_014258_0170F8_rtc,2016-12-06T10:33:34.408789+00:00,2016-12-06,S1A,ascending,11,14258,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161213T102506_20161213T102535_014360_017446_rtc,2016-12-13T10:25:21.373883+00:00,2016-12-13,S1A,ascending,113,14360,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161218T103319_20161218T103348_014433_01767A_rtc,2016-12-18T10:33:33.930533+00:00,2016-12-18,S1A,ascending,11,14433,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161225T102506_20161225T102535_014535_0179AE_rtc,2016-12-25T10:25:21.005017+00:00,2016-12-25,S1A,ascending,113,14535,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20161230T103319_20161230T103348_014608_017BF2_rtc,2016-12-30T10:33:33.571816+00:00,2016-12-30,S1A,ascending,11,14608,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170106T102504_20170106T102533_014710_017F03_rtc,2017-01-06T10:25:19.417458+00:00,2017-01-06,S1A,ascending,113,14710,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170111T103317_20170111T103346_014783_018133_rtc,2017-01-11T10:33:32.050510+00:00,2017-01-11,S1A,ascending,11,14783,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170118T102504_20170118T102533_014885_018473_rtc,2017-01-18T10:25:18.950377+00:00,2017-01-18,S1A,ascending,113,14885,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170123T103317_20170123T103346_014958_0186AB_rtc,2017-01-23T10:33:31.728575+00:00,2017-01-23,S1A,ascending,11,14958,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170130T102504_20170130T102533_015060_0189C8_rtc,2017-01-30T10:25:18.852280+00:00,2017-01-30,S1A,ascending,113,15060,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170204T103316_20170204T103346_015133_018BFA_rtc,2017-02-04T10:33:31.500709+00:00,2017-02-04,S1A,ascending,11,15133,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170211T102504_20170211T102533_015235_018F3E_rtc,2017-02-11T10:25:18.620533+00:00,2017-02-11,S1A,ascending,113,15235,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170216T103316_20170216T103345_015308_019180_rtc,2017-02-16T10:33:31.141306+00:00,2017-02-16,S1A,ascending,11,15308,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170223T102503_20170223T102532_015410_0194A7_rtc,2017-02-23T10:25:18.493908+00:00,2017-02-23,S1A,ascending,113,15410,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170228T103316_20170228T103345_015483_0196DA_rtc,2017-02-28T10:33:31.050838+00:00,2017-02-28,S1A,ascending,11,15483,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170307T102503_20170307T102532_015585_0199F1_rtc,2017-03-07T10:25:18.440274+00:00,2017-03-07,S1A,ascending,113,15585,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170312T103303_20170312T103332_015658_019C22_rtc,2017-03-12T10:33:17.534193+00:00,2017-03-12,S1A,ascending,11,15658,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170319T102450_20170319T102519_015760_019F24_rtc,2017-03-19T10:25:04.921927+00:00,2017-03-19,S1A,ascending,113,15760,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170324T103303_20170324T103332_015833_01A154_rtc,2017-03-24T10:33:17.714565+00:00,2017-03-24,S1A,ascending,11,15833,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170331T102450_20170331T102519_015935_01A45A_rtc,2017-03-31T10:25:05.222588+00:00,2017-03-31,S1A,ascending,113,15935,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170405T103303_20170405T103332_016008_01A685_rtc,2017-04-05T10:33:18.183124+00:00,2017-04-05,S1A,ascending,11,16008,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170412T102451_20170412T102520_016110_01A9A5_rtc,2017-04-12T10:25:05.723237+00:00,2017-04-12,S1A,ascending,113,16110,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170417T103304_20170417T103333_016183_01ABE3_rtc,2017-04-17T10:33:18.781152+00:00,2017-04-17,S1A,ascending,11,16183,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170424T102451_20170424T102520_016285_01AF06_rtc,2017-04-24T10:25:06.259339+00:00,2017-04-24,S1A,ascending,113,16285,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170429T103304_20170429T103333_016358_01B134_rtc,2017-04-29T10:33:19.204247+00:00,2017-04-29,S1A,ascending,11,16358,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170506T102452_20170506T102521_016460_01B44A_rtc,2017-05-06T10:25:07.051609+00:00,2017-05-06,S1A,ascending,113,16460,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170511T103305_20170511T103334_016533_01B67A_rtc,2017-05-11T10:33:19.953393+00:00,2017-05-11,S1A,ascending,11,16533,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170518T102453_20170518T102522_016635_01B9A2_rtc,2017-05-18T10:25:07.627591+00:00,2017-05-18,S1A,ascending,113,16635,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170523T103305_20170523T103334_016708_01BBE4_rtc,2017-05-23T10:33:20.434779+00:00,2017-05-23,S1A,ascending,11,16708,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170530T102453_20170530T102522_016810_01BF06_rtc,2017-05-30T10:25:08.167799+00:00,2017-05-30,S1A,ascending,113,16810,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170611T102454_20170611T102523_016985_01C474_rtc,2017-06-11T10:25:09.011588+00:00,2017-06-11,S1A,ascending,113,16985,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170623T102455_20170623T102524_017160_01C9CC_rtc,2017-06-23T10:25:09.693087+00:00,2017-06-23,S1A,ascending,113,17160,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170628T103308_20170628T103337_017233_01CC03_rtc,2017-06-28T10:33:22.715852+00:00,2017-06-28,S1A,ascending,11,17233,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170705T102455_20170705T102524_017335_01CF18_rtc,2017-07-05T10:25:10.167726+00:00,2017-07-05,S1A,ascending,113,17335,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170710T103308_20170710T103337_017408_01D14B_rtc,2017-07-10T10:33:23.291099+00:00,2017-07-10,S1A,ascending,11,17408,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170717T102456_20170717T102525_017510_01D468_rtc,2017-07-17T10:25:10.956706+00:00,2017-07-17,S1A,ascending,113,17510,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170722T103309_20170722T103338_017583_01D69D_rtc,2017-07-22T10:33:24.001338+00:00,2017-07-22,S1A,ascending,11,17583,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170729T102457_20170729T102526_017685_01D9C4_rtc,2017-07-29T10:25:11.808232+00:00,2017-07-29,S1A,ascending,113,17685,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170803T103310_20170803T103339_017758_01DBF5_rtc,2017-08-03T10:33:24.744900+00:00,2017-08-03,S1A,ascending,11,17758,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170810T102457_20170810T102526_017860_01DF17_rtc,2017-08-10T10:25:12.334817+00:00,2017-08-10,S1A,ascending,113,17860,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170815T103310_20170815T103339_017933_01E14A_rtc,2017-08-15T10:33:25.354441+00:00,2017-08-15,S1A,ascending,11,17933,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170822T102458_20170822T102527_018035_01E469_rtc,2017-08-22T10:25:12.958099+00:00,2017-08-22,S1A,ascending,113,18035,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170827T103311_20170827T103340_018108_01E695_rtc,2017-08-27T10:33:25.959496+00:00,2017-08-27,S1A,ascending,11,18108,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170908T103311_20170908T103340_018283_01EBEC_rtc,2017-09-08T10:33:26.316773+00:00,2017-09-08,S1A,ascending,11,18283,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170915T102459_20170915T102528_018385_01EF21_rtc,2017-09-15T10:25:13.912445+00:00,2017-09-15,S1A,ascending,113,18385,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170920T103312_20170920T103341_018458_01F14E_rtc,2017-09-20T10:33:26.811176+00:00,2017-09-20,S1A,ascending,11,18458,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20170927T102459_20170927T102528_018560_01F47C_rtc,2017-09-27T10:25:14.196367+00:00,2017-09-27,S1A,ascending,113,18560,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171002T103312_20171002T103341_018633_01F6B2_rtc,2017-10-02T10:33:27.072409+00:00,2017-10-02,S1A,ascending,11,18633,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171009T102459_20171009T102528_018735_01F9CC_rtc,2017-10-09T10:25:14.449096+00:00,2017-10-09,S1A,ascending,113,18735,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171014T103312_20171014T103341_018808_01FC02_rtc,2017-10-14T10:33:27.278407+00:00,2017-10-14,S1A,ascending,11,18808,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171021T102500_20171021T102529_018910_01FF31_rtc,2017-10-21T10:25:14.568796+00:00,2017-10-21,S1A,ascending,113,18910,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171026T103312_20171026T103341_018983_020151_rtc,2017-10-26T10:33:27.336845+00:00,2017-10-26,S1A,ascending,11,18983,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171102T102500_20171102T102529_019085_020480_rtc,2017-11-02T10:25:14.596014+00:00,2017-11-02,S1A,ascending,113,19085,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171107T103312_20171107T103341_019158_0206BE_rtc,2017-11-07T10:33:27.072488+00:00,2017-11-07,S1A,ascending,11,19158,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171114T102459_20171114T102528_019260_0209F5_rtc,2017-11-14T10:25:14.222550+00:00,2017-11-14,S1A,ascending,113,19260,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171119T103312_20171119T103341_019333_020C3A_rtc,2017-11-19T10:33:26.916954+00:00,2017-11-19,S1A,ascending,11,19333,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171126T102459_20171126T102528_019435_020F7F_rtc,2017-11-26T10:25:14.052334+00:00,2017-11-26,S1A,ascending,113,19435,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171201T103312_20171201T103341_019508_0211B3_rtc,2017-12-01T10:33:26.577926+00:00,2017-12-01,S1A,ascending,11,19508,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171208T102458_20171208T102527_019610_0214F2_rtc,2017-12-08T10:25:13.418404+00:00,2017-12-08,S1A,ascending,113,19610,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171213T103311_20171213T103340_019683_02172E_rtc,2017-12-13T10:33:26.139643+00:00,2017-12-13,S1A,ascending,11,19683,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171220T102458_20171220T102527_019785_021A66_rtc,2017-12-20T10:25:13.089793+00:00,2017-12-20,S1A,ascending,113,19785,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20171225T103311_20171225T103339_019858_021C91_rtc,2017-12-25T10:33:25.499968+00:00,2017-12-25,S1A,ascending,11,19858,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180101T102457_20180101T102526_019960_021FD7_rtc,2018-01-01T10:25:12.488167+00:00,2018-01-01,S1A,ascending,113,19960,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180106T103310_20180106T103339_020033_02221D_rtc,2018-01-06T10:33:25.047118+00:00,2018-01-06,S1A,ascending,11,20033,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180113T102457_20180113T102526_020135_02255F_rtc,2018-01-13T10:25:12.189772+00:00,2018-01-13,S1A,ascending,113,20135,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180125T102457_20180125T102526_020310_022AEC_rtc,2018-01-25T10:25:11.766640+00:00,2018-01-25,S1A,ascending,113,20310,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180130T103309_20180130T103338_020383_022D39_rtc,2018-01-30T10:33:24.313235+00:00,2018-01-30,S1A,ascending,11,20383,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180206T102457_20180206T102526_020485_023082_rtc,2018-02-06T10:25:11.516009+00:00,2018-02-06,S1A,ascending,113,20485,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180211T103309_20180211T103338_020558_0232D2_rtc,2018-02-11T10:33:24.197518+00:00,2018-02-11,S1A,ascending,11,20558,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180218T102456_20180218T102525_020660_023618_rtc,2018-02-18T10:25:11.286786+00:00,2018-02-18,S1A,ascending,113,20660,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180223T103309_20180223T103338_020733_023867_rtc,2018-02-23T10:33:23.968096+00:00,2018-02-23,S1A,ascending,11,20733,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180302T102456_20180302T102525_020835_023BA4_rtc,2018-03-02T10:25:11.287087+00:00,2018-03-02,S1A,ascending,113,20835,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180307T103309_20180307T103338_020908_023DF1_rtc,2018-03-07T10:33:23.914185+00:00,2018-03-07,S1A,ascending,11,20908,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180314T102456_20180314T102525_021010_024132_rtc,2018-03-14T10:25:11.387589+00:00,2018-03-14,S1A,ascending,113,21010,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180319T103309_20180319T103338_021083_024376_rtc,2018-03-19T10:33:24.101014+00:00,2018-03-19,S1A,ascending,11,21083,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180326T102457_20180326T102526_021185_0246C1_rtc,2018-03-26T10:25:11.586762+00:00,2018-03-26,S1A,ascending,113,21185,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180331T103309_20180331T103338_021258_024906_rtc,2018-03-31T10:33:24.447047+00:00,2018-03-31,S1A,ascending,11,21258,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180407T102457_20180407T102526_021360_024C3C_rtc,2018-04-07T10:25:11.895139+00:00,2018-04-07,S1A,ascending,113,21360,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180412T103310_20180412T103339_021433_024E77_rtc,2018-04-12T10:33:24.872314+00:00,2018-04-12,S1A,ascending,11,21433,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180419T102457_20180419T102526_021535_0251B1_rtc,2018-04-19T10:25:12.268180+00:00,2018-04-19,S1A,ascending,113,21535,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180424T103310_20180424T103339_021608_0253ED_rtc,2018-04-24T10:33:25.383709+00:00,2018-04-24,S1A,ascending,11,21608,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180506T103311_20180506T103340_021783_025979_rtc,2018-05-06T10:33:25.897239+00:00,2018-05-06,S1A,ascending,11,21783,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180513T102459_20180513T102528_021885_025CCD_rtc,2018-05-13T10:25:13.591222+00:00,2018-05-13,S1A,ascending,113,21885,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180518T103312_20180518T103341_021958_025F0A_rtc,2018-05-18T10:33:26.554798+00:00,2018-05-18,S1A,ascending,11,21958,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180525T102459_20180525T102528_022060_026257_rtc,2018-05-25T10:25:14.268692+00:00,2018-05-25,S1A,ascending,113,22060,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180530T103312_20180530T103341_022133_0264AB_rtc,2018-05-30T10:33:27.144439+00:00,2018-05-30,S1A,ascending,11,22133,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180606T102500_20180606T102529_022235_0267D7_rtc,2018-06-06T10:25:14.888684+00:00,2018-06-06,S1A,ascending,113,22235,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180618T102501_20180618T102530_022410_026D3D_rtc,2018-06-18T10:25:15.746619+00:00,2018-06-18,S1A,ascending,113,22410,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180623T103314_20180623T103343_022483_026F5F_rtc,2018-06-23T10:33:28.781071+00:00,2018-06-23,S1A,ascending,11,22483,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180630T102501_20180630T102530_022585_027255_rtc,2018-06-30T10:25:16.357355+00:00,2018-06-30,S1A,ascending,113,22585,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180705T103314_20180705T103343_022658_02747C_rtc,2018-07-05T10:33:29.188658+00:00,2018-07-05,S1A,ascending,11,22658,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180712T102502_20180712T102531_022760_027786_rtc,2018-07-12T10:25:17.020488+00:00,2018-07-12,S1A,ascending,113,22760,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180717T103315_20180717T103344_022833_0279CA_rtc,2018-07-17T10:33:30.186922+00:00,2018-07-17,S1A,ascending,11,22833,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180724T102503_20180724T102532_022935_027D09_rtc,2018-07-24T10:25:17.851587+00:00,2018-07-24,S1A,ascending,113,22935,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180729T103316_20180729T103345_023008_027F52_rtc,2018-07-29T10:33:30.827291+00:00,2018-07-29,S1A,ascending,11,23008,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180805T102503_20180805T102532_023110_02827F_rtc,2018-08-05T10:25:18.466174+00:00,2018-08-05,S1A,ascending,113,23110,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180810T103317_20180810T103346_023183_0284CB_rtc,2018-08-10T10:33:31.513907+00:00,2018-08-10,S1A,ascending,11,23183,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180817T102504_20180817T102533_023285_02882C_rtc,2018-08-17T10:25:19.224032+00:00,2018-08-17,S1A,ascending,113,23285,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180822T103317_20180822T103346_023358_028A74_rtc,2018-08-22T10:33:32.150186+00:00,2018-08-22,S1A,ascending,11,23358,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180829T102505_20180829T102534_023460_028DBA_rtc,2018-08-29T10:25:19.975832+00:00,2018-08-29,S1A,ascending,113,23460,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180903T103318_20180903T103347_023533_029003_rtc,2018-09-03T10:33:32.974179+00:00,2018-09-03,S1A,ascending,11,23533,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180910T102505_20180910T102534_023635_029356_rtc,2018-09-10T10:25:20.453849+00:00,2018-09-10,S1A,ascending,113,23635,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180915T103318_20180915T103347_023708_02959E_rtc,2018-09-15T10:33:33.297768+00:00,2018-09-15,S1A,ascending,11,23708,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180922T102506_20180922T102535_023810_029906_rtc,2018-09-22T10:25:20.769332+00:00,2018-09-22,S1A,ascending,113,23810,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20180927T103319_20180927T103348_023883_029B49_rtc,2018-09-27T10:33:33.605395+00:00,2018-09-27,S1A,ascending,11,23883,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181009T103319_20181009T103348_024058_02A10E_rtc,2018-10-09T10:33:33.838538+00:00,2018-10-09,S1A,ascending,11,24058,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181016T102506_20181016T102535_024160_02A470_rtc,2018-10-16T10:25:21.266579+00:00,2018-10-16,S1A,ascending,113,24160,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181021T103319_20181021T103348_024233_02A6C0_rtc,2018-10-21T10:33:33.986435+00:00,2018-10-21,S1A,ascending,11,24233,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181028T102506_20181028T102535_024335_02AA14_rtc,2018-10-28T10:25:21.169361+00:00,2018-10-28,S1A,ascending,113,24335,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181102T103319_20181102T103348_024408_02AC85_rtc,2018-11-02T10:33:33.888505+00:00,2018-11-02,S1A,ascending,11,24408,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181109T102506_20181109T102535_024510_02B042_rtc,2018-11-09T10:25:20.954272+00:00,2018-11-09,S1A,ascending,113,24510,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181114T103319_20181114T103348_024583_02B2F1_rtc,2018-11-14T10:33:33.585283+00:00,2018-11-14,S1A,ascending,11,24583,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181121T102506_20181121T102535_024685_02B6B3_rtc,2018-11-21T10:25:20.713564+00:00,2018-11-21,S1A,ascending,113,24685,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181126T103318_20181126T103347_024758_02B960_rtc,2018-11-26T10:33:33.157094+00:00,2018-11-26,S1A,ascending,11,24758,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181203T102505_20181203T102534_024860_02BCCF_rtc,2018-12-03T10:25:20.357669+00:00,2018-12-03,S1A,ascending,113,24860,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181208T103318_20181208T103347_024933_02BF38_rtc,2018-12-08T10:33:32.841090+00:00,2018-12-08,S1A,ascending,11,24933,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181215T102505_20181215T102534_025035_02C2F4_rtc,2018-12-15T10:25:19.705227+00:00,2018-12-15,S1A,ascending,113,25035,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181220T103317_20181220T103346_025108_02C58E_rtc,2018-12-20T10:33:32.365697+00:00,2018-12-20,S1A,ascending,11,25108,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20181227T102504_20181227T102533_025210_02C94A_rtc,2018-12-27T10:25:19.468654+00:00,2018-12-27,S1A,ascending,113,25210,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190101T103317_20190101T103346_025283_02CBE3_rtc,2019-01-01T10:33:31.994014+00:00,2019-01-01,S1A,ascending,11,25283,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190108T102504_20190108T102533_025385_02CF9D_rtc,2019-01-08T10:25:18.836198+00:00,2019-01-08,S1A,ascending,113,25385,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190113T103316_20190113T103345_025458_02D22C_rtc,2019-01-13T10:33:31.497973+00:00,2019-01-13,S1A,ascending,11,25458,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190120T102504_20190120T102533_025560_02D5F6_rtc,2019-01-20T10:25:18.632034+00:00,2019-01-20,S1A,ascending,113,25560,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190125T103316_20190125T103345_025633_02D891_rtc,2019-01-25T10:33:31.187540+00:00,2019-01-25,S1A,ascending,11,25633,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190201T102503_20190201T102532_025735_02DC57_rtc,2019-02-01T10:25:18.245521+00:00,2019-02-01,S1A,ascending,113,25735,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190206T103315_20190206T103344_025808_02DED6_rtc,2019-02-06T10:33:30.469962+00:00,2019-02-06,S1A,ascending,11,25808,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190213T102503_20190213T102532_025910_02E286_rtc,2019-02-13T10:25:17.829479+00:00,2019-02-13,S1A,ascending,113,25910,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190218T103316_20190218T103345_025983_02E516_rtc,2019-02-18T10:33:30.507270+00:00,2019-02-18,S1A,ascending,11,25983,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190225T102503_20190225T102532_026085_02E8CE_rtc,2019-02-25T10:25:17.811348+00:00,2019-02-25,S1A,ascending,113,26085,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190302T103316_20190302T103345_026158_02EB5E_rtc,2019-03-02T10:33:30.595620+00:00,2019-03-02,S1A,ascending,11,26158,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190309T102503_20190309T102532_026260_02EF1D_rtc,2019-03-09T10:25:17.784897+00:00,2019-03-09,S1A,ascending,113,26260,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190314T103315_20190314T103344_026333_02F1C2_rtc,2019-03-14T10:33:30.488273+00:00,2019-03-14,S1A,ascending,11,26333,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190321T102503_20190321T102532_026435_02F58D_rtc,2019-03-21T10:25:17.876976+00:00,2019-03-21,S1A,ascending,113,26435,IW,"VH,VV"
S1A_IW_GRDH_1SDV_20190326T103316_20190326T103345_026508_02F82F_rtc,2019-03-26T10:33:30.824414+00:00,2019-03-26,S1A,ascending,11,26508,IW,"VH,VV"
